Tech;Duplex;BW;N_ant;Band;Chamber;Polarization;Transf;Throughput;PcktRetr;Ptx;Prx;Pl;Time;RTTmin;RTTavg;RTTmax;RTTmdev
5G;TDD;10;SISO;38;rever;1;44.8;37.6;612;15;15;0;14009;20.601;28.617;39.996;7.239
5G;TDD;10;SISO;38;rever;1;45.0;37.7;1034;15;15;0;14015;20.944;30.814;39.858;6.458
5G;TDD;10;SISO;38;rever;1;44.8;37.6;749;15;15;0;14010;20.904;29.453;39.317;7.050
5G;TDD;10;SISO;38;rever;1;44.9;37.6;758;15;15;0;14014;20.777;31.097;39.540;6.417
5G;TDD;10;SISO;38;rever;1;45.3;38.0;911;15;15;0;14016;21.776;31.250;40.016;5.770
5G;TDD;10;SISO;38;rever;1;44.8;37.6;1159;15;15;0;14014;21.316;30.355;40.020;6.716
5G;TDD;10;SISO;38;rever;1;44.9;37.7;971;15;15;0;14008;20.729;27.970;39.986;6.899
5G;TDD;10;SISO;38;rever;2;44.2;37.1;873;15;15;0;14016;20.954;30.225;39.031;5.896
5G;TDD;10;SISO;38;rever;2;44.8;37.6;1362;15;15;0;14010;20.831;29.222;40.031;7.469
5G;TDD;10;SISO;38;rever;2;44.1;37.0;1356;15;15;0;14013;20.778;30.893;39.318;6.253
5G;TDD;10;SISO;38;rever;2;44.6;37.4;977;15;15;0;14011;20.432;29.200;39.974;7.551
5G;TDD;10;SISO;38;rever;2;45.3;38.0;1014;15;15;0;14017;21.963;31.185;40.043;5.306
5G;TDD;10;SISO;38;rever;2;44.7;37.5;1462;15;15;0;14018;21.161;30.782;39.979;5.833
5G;TDD;10;SISO;38;rever;2;44.7;37.5;941;15;15;0;14010;20.528;65.206;580.742;137.944
5G;TDD;10;SISO;38;rever;2;44.6;37.4;1446;15;15;0;14014;20.993;30.400;40.132;6.264
5G;TDD;10;SISO;38;rever;2;44.5;37.3;781;15;15;0;14010;20.886;29.413;40.134;7.403
5G;TDD;10;SISO;38;rever;2;44.4;37.3;1186;15;15;0;14013;20.999;29.884;39.933;6.697
5G;TDD;10;SISO;38;rever;2;44.7;37.5;1014;15;15;0;14014;21.013;29.410;40.011;6.478
5G;TDD;10;SISO;38;rever;2;44.3;37.2;1064;15;15;0;14015;21.300;30.535;40.195;6.233
5G;TDD;10;SISO;38;rever;2;45.0;37.8;1211;15;15;0;14012;20.939;30.936;39.982;7.443
5G;TDD;10;SISO;38;rever;2;44.5;37.3;1258;15;15;0;14011;21.007;31.983;39.994;7.055
5G;TDD;10;SISO;38;rever;2;44.8;37.6;1494;15;15;0;14014;20.939;29.164;39.156;6.854
5G;TDD;10;SISO;38;rever;2;45.0;37.7;944;15;15;0;14016;21.024;30.791;39.895;5.791
5G;TDD;10;SISO;38;rever;2;44.8;37.6;1111;15;15;0;14019;20.946;29.975;39.089;5.659
5G;TDD;10;SISO;38;rever;2;44.8;37.6;1291;15;15;0;14010;21.460;28.388;40.053;7.176
5G;TDD;10;SISO;38;rever;2;44.5;37.4;713;15;15;0;14017;20.871;30.199;39.300;5.967
5G;TDD;10;SISO;38;rever;2;44.4;37.2;1333;15;15;0;14013;20.378;31.265;40.005;7.113
5G;TDD;10;SISO;38;rever;3;44.6;37.4;1116;15;15;0;14011;20.945;30.735;40.104;7.238
5G;TDD;10;SISO;38;rever;3;44.9;37.6;1427;15;15;0;14014;21.900;96.553;1.023.190;247.727
5G;TDD;10;SISO;38;rever;3;44.7;37.5;1283;15;15;0;14012;21.675;31.506;39.970;6.620
5G;TDD;10;SISO;38;rever;3;44.6;37.4;944;15;15;0;14013;21.039;29.914;40.104;7.036
5G;TDD;10;SISO;38;rever;3;44.8;37.6;927;15;15;0;14012;21.249;31.617;39.982;6.789
5G;TDD;10;SISO;38;rever;3;44.8;37.6;988;15;15;0;14015;20.989;163.122;1.037.042;340.350
5G;TDD;10;SISO;38;rever;3;44.8;37.6;1293;15;15;0;14002;23.976;24.581;26.759;0.872
5G;TDD;10;SISO;38;rever;3;44.4;37.2;1010;15;15;0;14038;21.844;98.608;1.060.462;257.113
5G;TDD;10;SISO;38;rever;3;44.4;37.3;995;15;15;0;14011;21.671;31.128;40.028;6.950
5G;TDD;10;SISO;38;rever;3;44.7;37.5;461;15;15;0;14011;21.038;31.325;39.948;6.863
5G;TDD;10;SISO;38;rever;3;45.0;37.7;864;15;15;0;14014;20.385;30.586;39.452;6.493
5G;TDD;10;SISO;38;rever;3;44.7;37.5;1030;15;15;0;14016;20.965;30.969;39.727;5.844
5G;TDD;10;SISO;38;rever;3;44.6;37.4;1361;15;15;0;14009;20.985;28.582;40.019;7.310
5G;TDD;10;SISO;38;rever;3;44.9;37.7;730;15;15;0;14017;20.508;29.775;39.010;5.856
5G;TDD;10;SISO;38;rever;3;45.1;37.8;1170;15;15;0;14011;21.445;30.093;39.958;7.197
5G;TDD;10;SISO;38;rever;3;44.4;37.3;1177;15;15;0;14012;20.957;31.579;40.122;6.751
5G;TDD;10;SISO;38;rever;3;45.3;38.0;1069;15;15;0;14010;21.022;27.725;39.907;6.460
5G;TDD;10;SISO;38;rever;3;44.5;37.3;1058;15;15;0;14017;21.551;30.315;39.964;6.028
5G;TDD;10;SISO;38;rever;3;44.9;37.7;1278;15;15;0;14011;20.993;28.654;40.022;6.774
5G;TDD;10;SISO;38;rever;3;44.7;37.5;1118;15;15;0;14013;20.782;30.001;38.919;6.672
5G;TDD;15;MIMO;38;anecoica;1;124;104;1141;15;15;0;14012;20.855;31.475;39.685;6.545
5G;TDD;15;MIMO;38;anecoica;1;124;104;674;15;15;0;14012;20.647;26.995;38.989;6.423
5G;TDD;15;MIMO;38;anecoica;1;123;103;955;15;15;0;14013;21.063;31.044;39.989;6.604
5G;TDD;15;MIMO;38;anecoica;1;123;103;1470;15;15;0;14014;21.181;30.732;39.896;6.221
5G;TDD;15;MIMO;38;anecoica;1;123;103;1112;15;15;0;14015;20.983;30.509;39.106;5.753
5G;TDD;15;MIMO;38;anecoica;1;124;104;992;15;15;0;14009;20.946;27.490;39.981;6.856
5G;TDD;15;MIMO;38;anecoica;1;124;104;1190;15;15;0;14000;25.922;26.156;26.590;0.295
5G;TDD;15;MIMO;38;anecoica;1;123;104;977;15;15;0;14014;20.596;29.828;39.022;6.452
5G;TDD;15;MIMO;38;anecoica;1;124;104;1901;15;15;0;14016;20.949;30.627;39.785;6.523
5G;TDD;15;MIMO;38;anecoica;1;123;103;1014;15;15;0;14015;20.988;31.581;40.017;5.847
5G;TDD;15;MIMO;38;anecoica;1;124;104;1311;15;15;0;14015;20.509;30.010;39.462;6.430
5G;TDD;15;MIMO;38;anecoica;1;123;103;1153;15;15;0;14015;20.928;30.732;38.966;6.699
5G;TDD;15;MIMO;38;anecoica;1;124;104;1983;15;15;0;14013;20.985;29.800;40.003;6.562
5G;TDD;15;MIMO;38;anecoica;1;123;103;1272;15;15;0;14010;20.941;29.185;39.232;7.250
5G;TDD;15;MIMO;38;anecoica;1;124;104;920;15;15;0;14014;21.002;30.955;39.659;6.253
5G;TDD;15;MIMO;38;anecoica;1;123;104;996;15;15;0;14017;21.048;30.703;39.264;5.517
5G;TDD;15;MIMO;38;anecoica;1;124;104;835;15;15;0;14010;20.969;29.104;39.886;7.415
5G;TDD;15;MIMO;38;anecoica;1;124;104;877;15;15;0;14036;22.977;99.560;1.061.982;257.254
5G;TDD;15;MIMO;38;anecoica;1;124;104;1346;15;15;0;14012;20.920;30.267;39.103;6.875
5G;TDD;15;MIMO;38;anecoica;1;123;103;1601;15;15;0;14001;25.410;26.404;27.324;0.601
5G;TDD;15;MIMO;38;anecoica;2;125;104;1711;15;15;0;14016;14.023;30.132;41.776;7.667
5G;TDD;15;MIMO;38;anecoica;2;124;104;721;15;15;0;14011;21.891;30.209;39.948;6.842
5G;TDD;15;MIMO;38;anecoica;2;123;103;731;15;15;0;14013;20.957;84.194;852.025;205.305
5G;TDD;15;MIMO;38;anecoica;2;122;103;976;15;15;0;14016;21.253;29.202;39.967;5.406
5G;TDD;15;MIMO;38;anecoica;2;124;104;940;15;15;0;14008;21.448;29.033;39.985;7.175
5G;TDD;15;MIMO;38;anecoica;2;125;105;1858;15;15;0;14008;21.321;94.044;1.020.571;247.724
5G;TDD;15;MIMO;38;anecoica;2;125;104;1272;15;15;0;14011;20.718;30.755;39.926;7.438
5G;TDD;15;MIMO;38;anecoica;2;124;104;1670;15;15;0;14011;20.971;33.219;40.332;6.753
5G;TDD;15;MIMO;38;anecoica;2;122;102;1463;15;15;0;14010;20.842;29.764;39.323;6.778
5G;TDD;15;MIMO;38;anecoica;2;124;104;1142;15;15;0;14007;20.673;28.504;39.995;7.684
5G;TDD;15;MIMO;38;anecoica;2;123;103;834;15;15;0;14015;21.841;31.802;40.013;5.955
5G;TDD;15;MIMO;38;anecoica;2;123;103;1136;15;15;0;14016;21.663;31.542;40.039;5.901
5G;TDD;15;MIMO;38;anecoica;2;123;103;898;15;15;0;14014;21.872;31.591;40.035;6.598
5G;TDD;15;MIMO;38;anecoica;2;124;104;939;15;15;0;14013;20.952;30.854;39.028;6.094
5G;TDD;15;MIMO;38;anecoica;2;124;104;1251;15;15;0;14013;20.901;31.632;40.150;6.824
5G;TDD;15;MIMO;38;anecoica;2;123;103;1250;15;15;0;14017;20.750;29.750;38.930;5.419
5G;TDD;15;MIMO;38;anecoica;2;124;104;1163;15;15;0;14013;20.984;29.837;39.974;6.740
5G;TDD;15;MIMO;38;anecoica;2;123;103;985;15;15;0;14009;21.090;29.830;39.910;7.124
5G;TDD;15;MIMO;38;anecoica;2;123;103;1729;15;15;0;14015;21.000;30.792;39.933;6.301
5G;TDD;15;MIMO;38;anecoica;2;123;103;1175;15;15;0;14011;20.943;29.568;39.838;6.639
5G;TDD;15;MIMO;38;anecoica;3;122;102;874;15;15;0;14006;21.003;30.075;40.186;8.255
5G;TDD;15;MIMO;38;anecoica;3;124;104;1744;15;15;0;14017;21.302;30.848;39.990;5.803
5G;TDD;15;MIMO;38;anecoica;3;123;103;1165;15;15;0;14010;21.736;29.785;39.969;7.438
5G;TDD;15;MIMO;38;anecoica;3;125;105;1462;15;15;0;14012;21.747;36.586;47.990;8.245
5G;TDD;15;MIMO;38;anecoica;3;124;104;1763;15;15;0;14013;20.846;30.026;38.994;6.623
5G;TDD;15;MIMO;38;anecoica;3;124;104;886;15;15;0;14010;21.525;30.569;40.013;7.258
5G;TDD;15;MIMO;38;anecoica;3;124;104;2441;15;15;0;14015;21.237;31.301;39.886;6.048
5G;TDD;15;MIMO;38;anecoica;3;123;104;1040;15;15;0;14012;20.944;28.224;39.396;6.580
5G;TDD;15;MIMO;38;anecoica;3;123;103;1142;15;15;0;14007;20.720;29.597;40.012;8.324
5G;TDD;15;MIMO;38;anecoica;3;125;105;1660;15;15;0;14014;21.024;31.295;40.030;6.495
5G;TDD;15;MIMO;38;anecoica;3;124;104;777;15;15;0;14013;21.454;31.346;39.994;6.393
5G;TDD;15;MIMO;38;anecoica;3;123;103;1201;15;15;0;14013;20.724;31.252;40.172;7.222
5G;TDD;15;MIMO;38;anecoica;3;123;104;1286;15;15;0;14012;20.954;29.261;38.937;6.746
5G;TDD;15;MIMO;38;anecoica;3;124;104;1005;15;15;0;14015;21.879;30.967;40.597;6.279
5G;TDD;15;MIMO;38;anecoica;3;123;103;1233;15;15;0;14016;21.956;32.143;40.017;5.557
5G;TDD;15;MIMO;38;anecoica;3;124;104;1237;15;15;0;14013;20.708;28.744;39.007;6.371
5G;TDD;15;MIMO;38;anecoica;3;122;103;1412;15;15;0;14009;20.627;27.120;39.890;6.977
5G;TDD;15;MIMO;38;anecoica;3;125;105;1097;15;15;0;14012;20.989;29.667;39.912;7.021
5G;TDD;15;MIMO;38;anecoica;3;122;103;1090;15;15;0;14010;21.024;28.881;39.526;5.716
5G;TDD;15;MIMO;38;anecoica;3;124;104;855;15;15;0;14012;20.991;31.488;40.385;6.877
5G;TDD;15;MIMO;38;rever;1;108;90.7;1433;15;15;0;14015;22.068;37.648;53.039;8.235
5G;TDD;15;MIMO;38;rever;1;108;90.7;832;15;15;0;14024;22.004;92.512;1.040.059;253.250
5G;TDD;15;MIMO;38;rever;1;108;90.4;1084;15;15;0;14006;20.947;25.798;39.951;5.747
5G;TDD;15;MIMO;38;rever;1;107;90.2;1153;15;15;0;14006;21.170;82.863;901.962;218.957
5G;TDD;15;MIMO;38;rever;1;107;89.8;850;15;15;0;14013;21.331;31.139;39.954;6.880
5G;TDD;15;MIMO;38;rever;1;108;90.2;795;15;15;0;14038;20.347;105.273;1.094.288;264.604
5G;TDD;15;MIMO;38;rever;1;108;90.9;1392;15;15;0;14014;20.893;30.571;39.678;6.575
5G;TDD;15;MIMO;38;rever;1;107;90.2;715;15;15;0;14014;20.894;29.357;39.002;6.510
5G;TDD;15;MIMO;38;rever;1;107;89.8;1139;15;15;0;14011;20.957;29.916;39.874;7.066
5G;TDD;15;MIMO;38;rever;1;108;90.5;876;15;15;0;14010;20.983;31.530;39.939;6.704
5G;TDD;15;MIMO;38;rever;1;107;89.8;1100;15;15;0;14016;20.938;29.682;39.572;6.163
5G;TDD;15;MIMO;38;rever;1;107;89.5;780;15;15;0;14006;20.411;28.246;40.119;8.157
5G;TDD;15;MIMO;38;rever;1;108;90.5;827;15;15;0;14005;21.005;23.283;25.731;1.746
5G;TDD;15;MIMO;38;rever;1;107;90.1;1015;15;15;0;14016;21.016;36.629;61.977;9.020
5G;TDD;15;MIMO;38;rever;1;108;90.8;1179;15;15;0;14022;23.849;94.759;1.043.538;253.581
5G;TDD;15;MIMO;38;rever;1;108;90.6;1450;15;15;0;14014;21.028;31.234;40.250;6.481
5G;TDD;15;MIMO;38;rever;1;107;89.9;1149;15;15;0;14016;21.025;30.719;39.777;6.036
5G;TDD;15;MIMO;38;rever;1;107;89.5;857;15;15;0;14015;20.241;31.707;39.053;5.551
5G;TDD;15;MIMO;38;rever;1;107;89.5;1117;15;15;0;14009;21.271;28.836;40.213;7.254
5G;TDD;15;MIMO;38;rever;1;107;90.1;758;15;15;0;14011;21.037;31.105;40.630;7.013
5G;TDD;15;MIMO;38;rever;2;125;105;1694;15;15;0;14008;21.733;31.507;40.078;7.805
5G;TDD;15;MIMO;38;rever;2;124;104;903;15;15;0;14009;21.015;29.789;40.128;7.329
5G;TDD;15;MIMO;38;rever;2;123;103;1045;15;15;0;14009;20.517;29.201;39.980;7.593
5G;TDD;15;MIMO;38;rever;2;124;104;2019;15;15;0;14001;24.002;89.152;985.559;239.575
5G;TDD;15;MIMO;38;rever;2;125;105;1706;15;15;0;14017;20.892;30.744;39.001;5.832
5G;TDD;15;MIMO;38;rever;2;125;104;1301;15;15;0;14014;21.009;32.047;40.000;6.275
5G;TDD;15;MIMO;38;rever;2;124;104;821;15;15;0;14017;21.416;30.797;39.987;5.927
5G;TDD;15;MIMO;38;rever;2;122;102;1043;15;15;0;14015;20.973;29.830;39.985;6.582
5G;TDD;15;MIMO;38;rever;2;124;104;1048;15;15;0;14010;21.703;28.688;39.995;6.735
5G;TDD;15;MIMO;38;rever;2;122;102;1000;15;15;0;14010;20.941;30.517;40.260;7.507
5G;TDD;15;MIMO;38;rever;2;122;103;1245;15;15;0;14016;20.979;31.224;40.006;5.906
5G;TDD;15;MIMO;38;rever;2;123;103;1065;15;15;0;14019;21.042;30.305;39.396;5.800
5G;TDD;15;MIMO;38;rever;2;124;104;816;15;15;0;14015;21.300;30.873;40.121;6.589
5G;TDD;15;MIMO;38;rever;2;123;103;1198;15;15;0;14008;21.012;29.005;40.022;6.888
5G;TDD;15;MIMO;38;rever;2;123;103;1314;15;15;0;14020;23.900;96.201;1.042.764;252.995
5G;TDD;15;MIMO;38;rever;2;124;104;1058;15;15;0;14014;21.470;30.001;39.893;6.577
5G;TDD;15;MIMO;38;rever;2;123;103;1384;15;15;0;14009;20.539;27.511;39.998;6.775
5G;TDD;15;MIMO;38;rever;2;124;104;1485;15;15;0;14010;20.343;28.893;39.230;7.168
5G;TDD;15;MIMO;38;rever;2;123;103;950;15;15;0;14001;24.967;25.450;26.511;0.529
5G;TDD;15;MIMO;38;rever;2;124;104;1403;15;15;0;14000;24.978;27.144;46.184;5.114
5G;TDD;15;MIMO;38;rever;3;124;104;1907;15;15;0;14012;20.461;30.855;40.112;7.186
5G;TDD;15;MIMO;38;rever;3;125;104;1185;15;15;0;14012;21.961;31.113;40.061;6.854
5G;TDD;15;MIMO;38;rever;3;123;103;1436;15;15;0;14013;20.891;30.364;39.817;6.376
5G;TDD;15;MIMO;38;rever;3;122;103;1906;15;15;0;14016;20.968;30.461;40.060;6.634
5G;TDD;15;MIMO;38;rever;3;123;104;1407;15;15;0;14015;21.607;29.759;39.911;6.467
5G;TDD;15;MIMO;38;rever;3;124;104;1057;15;15;0;14007;21.135;27.984;40.685;7.344
5G;TDD;15;MIMO;38;rever;3;123;103;1133;15;15;0;14013;22.016;33.433;40.080;4.770
5G;TDD;15;MIMO;38;rever;3;121;102;1133;15;15;0;14014;21.495;30.409;39.982;6.042
5G;TDD;15;MIMO;38;rever;3;123;103;1751;15;15;0;14010;21.006;27.617;40.069;6.665
5G;TDD;15;MIMO;38;rever;3;124;104;825;15;15;0;14014;21.023;31.144;40.244;6.580
5G;TDD;15;MIMO;38;rever;3;123;103;1220;15;15;0;14015;20.960;31.184;39.782;5.767
5G;TDD;15;MIMO;38;rever;3;124;104;1938;15;15;0;14038;21.305;95.915;1.060.973;257.956
5G;TDD;15;MIMO;38;rever;3;122;102;1377;15;15;0;14014;20.414;30.319;38.848;6.241
5G;TDD;15;MIMO;38;rever;3;124;104;1685;15;15;0;14026;20.347;92.749;1.037.986;252.666
5G;TDD;15;MIMO;38;rever;3;123;103;1750;15;15;0;14015;20.989;97.537;1.034.065;250.374
5G;TDD;15;MIMO;38;rever;3;122;102;1125;15;15;0;14013;21.879;30.952;40.144;6.573
5G;TDD;15;MIMO;38;rever;3;123;104;939;15;15;0;14007;20.975;28.043;40.017;7.038
5G;TDD;15;MIMO;38;rever;3;124;104;1487;15;15;0;14011;21.716;32.980;40.000;6.626
5G;TDD;15;MIMO;38;rever;3;123;103;818;15;15;0;14015;21.180;30.565;40.070;6.198
5G;TDD;15;MIMO;38;rever;3;122;102;1496;15;15;0;14014;21.005;30.396;40.011;6.783
5G;TDD;15;SISO;38;anecoica;1;67.3;56.5;1112;15;15;0;14011;20.954;89.768;935.142;226.026
5G;TDD;15;SISO;38;anecoica;1;67.7;56.8;1025;15;15;0;14012;20.428;29.606;39.829;6.812
5G;TDD;15;SISO;38;anecoica;1;67.3;56.5;1274;15;15;0;14014;20.330;29.208;39.015;6.782
5G;TDD;15;SISO;38;anecoica;1;67.7;56.8;1846;15;15;0;14009;20.990;29.204;40.017;7.170
5G;TDD;15;SISO;38;anecoica;1;67.3;56.4;1479;15;15;0;14014;20.996;31.234;39.998;6.590
5G;TDD;15;SISO;38;anecoica;1;67.5;56.6;877;15;15;0;14014;21.516;32.092;40.051;6.159
5G;TDD;15;SISO;38;anecoica;1;67.2;56.4;1555;15;15;0;14007;24.974;94.573;1.005.989;243.641
5G;TDD;15;SISO;38;anecoica;1;67.8;56.8;2283;15;15;0;14016;20.651;29.779;39.825;6.654
5G;TDD;15;SISO;38;anecoica;1;67.4;56.5;1670;15;15;0;14015;20.984;30.975;40.025;6.392
5G;TDD;15;SISO;38;anecoica;1;67.3;56.5;1687;15;15;0;14008;20.254;27.334;40.025;7.171
5G;TDD;15;SISO;38;anecoica;1;67.7;56.8;792;15;15;0;14012;20.589;29.142;38.957;6.676
5G;TDD;15;SISO;38;anecoica;1;67.5;56.6;1115;15;15;0;14011;20.628;27.764;39.488;6.812
5G;TDD;15;SISO;38;anecoica;1;67.6;56.7;1049;15;15;0;14015;21.614;31.959;40.212;6.094
5G;TDD;15;SISO;38;anecoica;1;67.7;56.8;885;15;15;0;14015;20.914;29.625;39.859;6.473
5G;TDD;15;SISO;38;anecoica;1;67.0;56.2;1104;15;15;0;14011;20.941;30.913;39.307;6.980
5G;TDD;15;SISO;38;anecoica;1;67.0;56.2;1072;15;15;0;14013;21.684;29.935;40.032;7.201
5G;TDD;15;SISO;38;anecoica;1;68.0;57.0;1168;15;15;0;14016;21.008;30.450;39.079;5.669
5G;TDD;15;SISO;38;anecoica;1;67.6;56.7;1178;15;15;0;14013;20.950;97.401;1.023.049;247.470
5G;TDD;15;SISO;38;anecoica;1;67.3;56.4;1211;15;15;0;14016;21.956;30.900;40.085;5.830
5G;TDD;15;SISO;38;anecoica;1;67.7;56.7;1233;15;15;0;14011;20.986;29.586;39.972;7.515
5G;TDD;15;SISO;38;anecoica;2;66.7;55.9;1268;15;15;0;14014;21.280;33.775;40.006;5.110
5G;TDD;15;SISO;38;anecoica;2;67.0;56.2;1014;15;15;0;14011;29.049;33.962;40.192;3.509
5G;TDD;15;SISO;38;anecoica;2;67.1;56.2;987;15;15;0;14019;21.132;30.288;40.091;5.846
5G;TDD;15;SISO;38;anecoica;2;67.0;56.2;992;15;15;0;14013;21.452;32.964;39.972;4.838
5G;TDD;15;SISO;38;anecoica;2;67.1;56.3;1303;15;15;0;14013;20.968;30.513;40.000;6.839
5G;TDD;15;SISO;38;anecoica;2;66.0;55.4;1398;15;15;0;14014;21.436;33.892;39.989;5.105
5G;TDD;15;SISO;38;anecoica;2;66.7;55.9;784;15;15;0;14010;21.459;34.312;39.966;4.377
5G;TDD;15;SISO;38;anecoica;2;67.2;56.3;952;15;15;0;14005;20.829;103.809;1.037.085;249.469
5G;TDD;15;SISO;38;anecoica;2;67.6;56.7;1697;15;15;0;14014;21.098;32.767;39.897;4.674
5G;TDD;15;SISO;38;anecoica;2;67.6;56.7;1370;15;15;0;14014;21.581;32.845;39.997;4.998
5G;TDD;15;SISO;38;anecoica;2;67.0;56.2;1010;15;15;0;14009;20.897;34.494;39.743;4.162
5G;TDD;15;SISO;38;anecoica;2;67.0;56.2;940;15;15;0;14014;21.140;32.097;39.938;5.096
5G;TDD;15;SISO;38;anecoica;2;66.2;55.5;1614;15;15;0;14011;21.771;35.521;40.035;4.407
5G;TDD;15;SISO;38;anecoica;2;67.1;56.3;1080;15;15;0;14014;21.467;32.597;40.007;5.106
5G;TDD;15;SISO;38;anecoica;2;66.9;56.1;872;15;15;0;14016;21.107;31.476;40.011;6.249
5G;TDD;15;SISO;38;anecoica;2;67.4;56.6;1236;15;15;0;14010;20.612;34.462;39.938;5.980
5G;TDD;15;SISO;38;anecoica;2;66.3;55.6;816;15;15;0;14009;20.890;33.428;38.980;5.248
5G;TDD;15;SISO;38;anecoica;2;66.3;55.6;1110;15;15;0;14012;20.973;34.427;40.972;5.088
5G;TDD;15;SISO;38;anecoica;2;66.6;55.8;928;15;15;0;14000;25.944;26.420;27.123;0.471
5G;TDD;15;SISO;38;anecoica;2;66.8;56.0;1139;15;15;0;14018;20.486;30.502;39.040;5.843
5G;TDD;15;SISO;38;anecoica;3;68.0;57.1;1175;15;15;0;14003;22.993;24.715;26.099;0.878
5G;TDD;15;SISO;38;anecoica;3;67.2;56.4;1070;15;15;0;14013;21.528;28.971;40.058;6.456
5G;TDD;15;SISO;38;anecoica;3;67.3;56.4;1124;15;15;0;14011;20.963;31.572;40.553;7.110
5G;TDD;15;SISO;38;anecoica;3;67.5;56.6;1218;15;15;0;14016;21.084;31.175;39.895;5.907
5G;TDD;15;SISO;38;anecoica;3;67.6;56.7;1232;15;15;0;14009;20.546;28.562;39.902;7.224
5G;TDD;15;SISO;38;anecoica;3;67.6;56.7;1482;15;15;0;14010;21.768;31.743;39.959;7.211
5G;TDD;15;SISO;38;anecoica;3;67.1;56.3;1966;15;15;0;14014;20.896;30.080;39.662;6.700
5G;TDD;15;SISO;38;anecoica;3;67.6;56.7;1036;15;15;0;14008;20.324;27.400;39.844;6.891
5G;TDD;15;SISO;38;anecoica;3;66.7;56.0;1200;15;15;0;14014;20.906;31.824;39.003;5.971
5G;TDD;15;SISO;38;anecoica;3;67.5;56.6;1443;15;15;0;14014;21.567;29.876;39.720;6.019
5G;TDD;15;SISO;38;anecoica;3;67.5;56.6;1167;15;15;0;14010;20.969;31.418;40.188;7.788
5G;TDD;15;SISO;38;anecoica;3;67.8;56.9;1291;15;15;0;14018;20.433;29.845;38.980;5.818
5G;TDD;15;SISO;38;anecoica;3;67.5;56.6;1200;15;15;0;14031;20.986;97.205;1.061.117;257.689
5G;TDD;15;SISO;38;anecoica;3;67.7;56.8;1592;15;15;0;14014;21.960;32.176;40.155;6.144
5G;TDD;15;SISO;38;anecoica;3;67.6;56.7;1460;15;15;0;14010;20.985;28.033;39.912;6.111
5G;TDD;15;SISO;38;anecoica;3;67.2;56.4;1462;15;15;0;14015;20.968;31.328;39.923;6.129
5G;TDD;15;SISO;38;anecoica;3;67.4;56.5;1369;15;15;0;14013;21.918;29.895;40.068;6.063
5G;TDD;15;SISO;38;anecoica;3;67.6;56.7;1774;15;15;0;14011;21.683;31.049;40.097;7.002
5G;TDD;15;SISO;38;anecoica;3;67.3;56.4;2002;15;15;0;14012;21.023;30.499;40.009;6.949
5G;TDD;15;SISO;38;anecoica;3;67.7;56.8;1539;15;15;0;14013;20.673;29.160;38.978;6.945
5G;TDD;15;SISO;38;rever;1;67.4;56.5;1277;15;15;0;14015;18.859;33.154;42.014;6.885
5G;TDD;15;SISO;38;rever;1;66.9;56.1;1023;15;15;0;14016;20.890;30.115;39.522;5.955
5G;TDD;15;SISO;38;rever;1;67.8;56.9;1040;15;15;0;14009;20.925;34.302;39.003;5.320
5G;TDD;15;SISO;38;rever;1;66.9;56.1;1107;15;15;0;14007;20.763;26.251;39.582;6.710
5G;TDD;15;SISO;38;rever;1;67.2;56.3;1720;15;15;0;14015;21.029;29.996;40.009;6.306
5G;TDD;15;SISO;38;rever;1;67.2;56.3;973;15;15;0;14011;21.525;32.137;40.464;6.964
5G;TDD;15;SISO;38;rever;1;67.4;56.5;1239;15;15;0;14015;20.593;30.865;39.025;5.368
5G;TDD;15;SISO;38;rever;1;67.2;56.4;1319;15;15;0;14023;20.607;168.966;1.039.017;340.571
5G;TDD;15;SISO;38;rever;1;67.4;56.6;1323;15;15;0;14017;21.022;30.912;39.970;5.888
5G;TDD;15;SISO;38;rever;1;67.5;56.6;977;15;15;0;14015;20.739;32.192;39.965;6.106
5G;TDD;15;SISO;38;rever;1;67.5;56.6;971;15;15;0;14012;21.138;34.047;40.240;4.807
5G;TDD;15;SISO;38;rever;1;67.8;56.9;1142;15;15;0;14009;20.384;29.158;40.014;7.580
5G;TDD;15;SISO;38;rever;1;67.2;56.4;702;15;15;0;14015;21.961;30.415;40.003;5.925
5G;TDD;15;SISO;38;rever;1;67.5;56.6;1101;15;15;0;14012;21.803;100.041;1.030.818;248.797
5G;TDD;15;SISO;38;rever;1;67.6;56.7;1133;15;15;0;14016;20.929;30.588;38.966;4.957
5G;TDD;15;SISO;38;rever;1;67.7;56.8;1833;15;15;0;14013;20.335;33.134;39.888;5.903
5G;TDD;15;SISO;38;rever;1;67.5;56.6;988;15;15;0;14010;20.627;33.924;40.280;5.689
5G;TDD;15;SISO;38;rever;1;67.3;56.5;1893;15;15;0;14012;20.903;28.681;39.656;6.285
5G;TDD;15;SISO;38;rever;1;67.6;56.7;1530;15;15;0;14028;20.465;95.755;1.038.018;251.950
5G;TDD;15;SISO;38;rever;1;67.3;56.4;1362;15;15;0;14015;21.216;31.589;39.968;5.152
5G;TDD;15;SISO;38;rever;2;67.4;56.5;1288;15;15;0;14009;20.773;28.416;37.858;4.996
5G;TDD;15;SISO;38;rever;2;67.9;56.9;1129;15;15;0;14010;20.956;30.176;39.231;7.695
5G;TDD;15;SISO;38;rever;2;67.4;56.6;1319;15;15;0;14016;21.603;30.451;39.834;6.144
