Tech;Duplex;BW;N_ant;Band;Chamber;Polarization;Transf;Throughput;PcktRetr;Ptx;Prx;Pl;Time;RTTmin;RTTavg;RTTmax;RTTmdev
4G;FDD;15;MIMO;1;anecoica;1;82.9;69.5;1266;15;15;0;14016;19.001;29.433;42.394;
4G;FDD;15;MIMO;1;anecoica;2;149;125;1338;15;15;0;14016;18.973;27.035;37.918;
4G;FDD;15;MIMO;1;anecoica;2;147;123;477;15;15;0;14018;18.979;28.599;37.955;
4G;FDD;15;MIMO;1;anecoica;2;147;123;879;15;15;0;14017;18.958;27.897;36.970;
4G;FDD;15;MIMO;1;anecoica;2;146;122;643;15;15;0;14016;19.052;30.693;44.047;
4G;FDD;15;MIMO;1;anecoica;2;147;123;521;15;15;0;14016;19.099;29.129;37.868;
4G;FDD;15;MIMO;1;anecoica;2;146;123;856;15;15;0;14015;18.918;27.124;37.869;
4G;FDD;15;MIMO;1;anecoica;2;146;122;719;15;15;0;14016;12.960;75.945;760.905;
4G;FDD;15;MIMO;1;anecoica;2;148;124;1092;15;15;0;14016;18.985;29.094;37.983;
4G;FDD;15;MIMO;1;anecoica;2;147;123;536;15;15;0;14014;19.971;29.579;39.003;
4G;FDD;15;MIMO;1;anecoica;2;147;123;774;15;15;0;14016;19.919;28.323;37.925;
4G;FDD;15;MIMO;1;anecoica;2;144;121;721;15;15;0;14019;18.876;28.071;37.800;
4G;FDD;15;MIMO;1;anecoica;2;143;120;695;15;15;0;14015;19.702;29.047;37.992;
4G;FDD;15;MIMO;1;anecoica;2;147;123;1050;15;15;0;14033;18.572;93.570;1.037.956;
4G;FDD;15;MIMO;1;anecoica;2;146;122;573;15;15;0;14026;21.149;95.739;1.045.923;
4G;FDD;15;MIMO;1;anecoica;2;147;123;689;15;15;0;14015;18.845;27.122;37.017;
4G;FDD;15;MIMO;1;anecoica;2;147;123;754;15;15;0;14013;19.939;29.314;38.006;
4G;FDD;15;MIMO;1;anecoica;2;146;123;1083;15;15;0;14018;18.514;27.679;36.973;
4G;FDD;15;MIMO;1;anecoica;2;148;124;579;15;15;0;14015;18.872;27.221;37.024;
4G;FDD;15;MIMO;1;anecoica;2;147;124;615;15;15;0;14019;18.930;27.867;36.830;
4G;FDD;15;MIMO;1;anecoica;2;148;124;1508;15;15;0;14016;18.981;29.072;37.993;
4G;FDD;15;MIMO;1;anecoica;3;149;125;1400;15;15;0;14017;18.415;49.622;366.015;
4G;FDD;15;MIMO;1;anecoica;3;148;124;818;15;15;0;14016;18.920;28.635;37.959;
4G;FDD;15;MIMO;1;anecoica;3;149;125;564;15;15;0;14016;18.944;29.195;37.832;
4G;FDD;15;MIMO;1;anecoica;3;149;125;614;15;15;0;14018;18.902;27.754;36.958;
4G;FDD;15;MIMO;1;anecoica;3;148;124;918;15;15;0;14014;18.902;27.437;38.025;
4G;FDD;15;MIMO;1;anecoica;3;149;125;916;15;15;0;14015;18.964;28.684;38.093;
4G;FDD;15;MIMO;1;anecoica;3;149;125;806;15;15;0;14015;18.452;27.803;37.041;
4G;FDD;15;MIMO;1;anecoica;3;147;124;726;15;15;0;14046;21.851;94.747;1.060.854;
4G;FDD;15;MIMO;1;anecoica;3;148;124;1072;15;15;0;14017;19.073;28.605;38.004;
4G;FDD;15;MIMO;1;anecoica;3;148;124;474;15;15;0;14018;18.993;28.026;37.896;
4G;FDD;15;MIMO;1;anecoica;3;149;125;651;15;15;0;14015;19.260;27.834;37.640;
4G;FDD;15;MIMO;1;anecoica;3;148;124;1047;15;15;0;14017;18.965;28.415;36.988;
4G;FDD;15;MIMO;1;anecoica;3;149;125;739;15;15;0;14015;18.834;26.809;37.896;
4G;FDD;15;MIMO;1;anecoica;3;148;124;813;15;15;0;14017;19.373;28.936;38.232;
4G;FDD;15;MIMO;1;anecoica;3;150;126;1104;15;15;0;14015;18.935;27.747;37.609;
4G;FDD;15;MIMO;1;anecoica;3;148;125;897;15;15;0;14016;18.893;27.090;37.754;
4G;FDD;15;MIMO;1;anecoica;3;147;124;481;15;15;0;14004;22.968;25.014;27.460;
4G;FDD;15;MIMO;1;anecoica;3;148;124;897;15;15;0;14018;18.873;27.348;36.966;
4G;FDD;15;MIMO;1;anecoica;3;147;123;661;15;15;0;14013;18.823;26.258;37.775;
4G;FDD;15;MIMO;1;anecoica;3;148;124;465;15;15;0;14018;18.925;28.012;36.910;
4G;FDD;15;MIMO;1;rever;1;109;91.8;1858;15;15;0;14014;19.412;35.857;49.940;
4G;FDD;15;MIMO;1;rever;1;128;107;2137;15;15;0;14024;24.973;101.058;1.051.977;
4G;FDD;15;MIMO;1;rever;1;128;108;1387;15;15;0;14015;22.983;34.955;53.994;
4G;FDD;15;MIMO;1;rever;1;128;107;1282;15;15;0;14019;20.889;34.406;52.834;
4G;FDD;15;MIMO;1;rever;1;126;105;1818;15;15;0;14017;18.633;33.083;49.650;
4G;FDD;15;MIMO;1;rever;1;130;109;1997;15;15;0;14015;24.925;37.449;53.983;
4G;FDD;15;MIMO;1;rever;1;130;109;1167;15;15;0;14018;18.920;29.693;37.883;
4G;FDD;15;MIMO;1;rever;1;127;106;898;15;15;0;14006;18.956;39.156;51.968;
4G;FDD;15;MIMO;1;rever;1;125;105;1668;15;15;0;14016;19.027;32.678;43.920;
4G;FDD;15;MIMO;1;rever;1;128;107;1353;15;15;0;14010;18.971;31.905;52.979;
4G;FDD;15;MIMO;1;rever;1;127;106;1343;15;15;0;14015;19.788;32.526;50.862;
4G;FDD;15;MIMO;1;rever;1;124;104;1725;15;15;0;14015;18.905;32.034;52.933;
4G;FDD;15;MIMO;1;rever;1;130;109;1946;15;15;0;14018;19.596;36.019;50.025;
4G;FDD;15;MIMO;1;rever;1;123;103;1520;15;15;0;14016;19.001;38.333;53.993;
4G;FDD;15;MIMO;1;rever;1;125;105;1408;15;15;0;14014;19.027;37.927;49.049;
4G;FDD;15;MIMO;1;rever;1;127;106;1379;15;15;0;14017;19.542;34.023;43.946;
4G;FDD;15;MIMO;1;rever;1;128;108;2085;15;15;0;14015;26.957;38.919;50.037;
4G;FDD;15;MIMO;1;rever;1;129;108;1435;15;15;0;14018;21.954;34.424;53.947;
4G;FDD;15;MIMO;1;rever;1;130;109;1804;15;15;0;14015;21.087;33.787;43.936;
4G;FDD;15;MIMO;1;rever;1;126;106;1586;15;15;0;14020;18.929;32.028;49.912;
4G;FDD;15;MIMO;1;rever;2;171;143;1317;15;15;0;14015;18.951;28.068;37.002;
4G;FDD;15;MIMO;1;rever;2;168;141;613;15;15;0;14014;18.882;29.988;37.871;
4G;FDD;15;MIMO;1;rever;2;168;141;626;15;15;0;14015;18.929;27.727;37.496;
4G;FDD;15;MIMO;1;rever;2;169;142;915;15;15;0;14015;19.217;28.559;37.895;
4G;FDD;15;MIMO;1;rever;2;168;141;670;15;15;0;14016;19.002;29.151;38.067;
4G;FDD;15;MIMO;1;rever;2;168;141;930;15;15;0;14017;19.114;28.600;38.051;
4G;FDD;15;MIMO;1;rever;2;171;143;946;15;15;0;14019;18.917;28.440;36.980;
4G;FDD;15;MIMO;1;rever;2;167;140;1303;15;15;0;14018;18.974;29.557;37.991;
4G;FDD;15;MIMO;1;rever;2;169;142;995;15;15;0;14023;22.986;93.921;1.043.992;
4G;FDD;15;MIMO;1;rever;2;168;141;721;15;15;0;14015;18.971;29.225;37.969;
4G;FDD;15;MIMO;1;rever;2;170;142;785;15;15;0;14019;19.022;28.669;37.956;
4G;FDD;15;MIMO;1;rever;2;169;141;504;15;15;0;14015;18.953;28.335;37.870;
4G;FDD;15;MIMO;1;rever;2;171;143;1042;15;15;0;14017;18.839;28.690;36.987;
4G;FDD;15;MIMO;1;rever;2;170;142;1008;15;15;0;14025;22.997;97.534;1.047.055;
4G;FDD;15;MIMO;1;rever;2;168;141;652;15;15;0;14017;18.963;28.437;36.999;
4G;FDD;15;MIMO;1;rever;2;170;143;826;15;15;0;14017;18.961;28.031;36.987;
4G;FDD;15;MIMO;1;rever;2;169;142;1006;15;15;0;14015;18.832;27.122;36.970;
4G;FDD;15;MIMO;1;rever;2;169;142;875;15;15;0;14017;18.927;27.138;37.065;
4G;FDD;15;MIMO;1;rever;2;167;141;594;15;15;0;14004;23.022;25.326;27.906;
4G;FDD;15;MIMO;1;rever;2;169;142;876;15;15;0;14014;18.847;26.390;36.977;
4G;FDD;15;MIMO;1;rever;3;63.5;53.3;1034;15;15;0;14015;19.397;28.337;38.235;
4G;FDD;15;MIMO;1;rever;3;62.1;52.1;842;15;15;0;14015;18.774;34.098;51.958;
4G;FDD;15;MIMO;1;rever;3;62.2;52.2;1105;15;15;0;14017;21.418;33.156;51.869;
4G;FDD;15;MIMO;1;rever;3;62.4;52.3;1185;15;15;0;14014;18.948;38.730;50.152;
4G;FDD;15;MIMO;1;rever;3;61.9;52.0;1274;15;15;0;14015;19.968;37.502;53.936;
4G;FDD;15;MIMO;1;rever;3;62.2;52.1;1118;15;15;0;14013;27.515;39.186;53.207;
4G;FDD;15;MIMO;1;rever;3;63.0;52.8;1382;15;15;0;14016;19.120;38.674;49.944;
4G;FDD;15;MIMO;1;rever;3;60.7;50.9;1088;15;15;0;14013;19.908;36.270;54.029;
4G;FDD;15;MIMO;1;rever;3;63.1;52.9;1142;15;15;0;14012;19.992;38.680;52.081;
4G;FDD;15;MIMO;1;rever;3;61.9;51.9;1668;15;15;0;14015;28.093;41.238;53.041;
4G;FDD;15;MIMO;1;rever;3;62.5;52.4;742;15;15;0;14017;20.061;40.668;53.663;
4G;FDD;15;MIMO;1;rever;3;62.0;52.0;1305;15;15;0;14013;27.709;41.000;54.105;
4G;FDD;15;MIMO;1;rever;3;62.0;52.0;1614;15;15;0;14012;22.974;36.373;51.976;
4G;FDD;15;MIMO;1;rever;3;62.4;52.3;820;15;15;0;14015;24.042;37.286;52.984;
4G;FDD;15;MIMO;1;rever;3;61.6;51.6;1421;15;15;0;14014;18.903;36.021;53.934;
4G;FDD;15;MIMO;1;rever;3;62.0;52.0;1133;15;15;0;14014;18.979;38.153;52.914;
4G;FDD;15;MIMO;1;rever;3;61.8;51.8;1022;15;15;0;14015;19.662;34.773;52.063;
4G;FDD;15;MIMO;1;rever;3;61.9;51.9;1132;15;15;0;14015;26.988;38.998;54.044;
4G;FDD;15;MIMO;1;rever;3;63.0;52.8;1009;15;15;0;14037;21.305;106.702;1.045.022;
4G;FDD;15;MIMO;1;rever;3;61.8;51.9;1352;15;15;0;14022;26.063;105.449;1.056.001;
4G;FDD;15;SISO;1;anecoica;1;89.3;74.9;955;15;15;0;14015;18.996;28.101;37.880;
4G;FDD;15;SISO;1;anecoica;1;89.2;74.9;1464;15;15;0;14013;18.920;25.550;36.986;
4G;FDD;15;SISO;1;anecoica;1;89.4;75.0;869;15;15;0;14014;18.996;27.841;37.969;
4G;FDD;15;SISO;1;anecoica;1;89.2;74.8;1768;15;15;0;14016;13.019;24.555;36.946;
4G;FDD;15;SISO;1;anecoica;1;89.3;74.9;846;15;15;0;14015;13.997;27.347;37.905;
4G;FDD;15;SISO;1;anecoica;1;89.5;75.1;1064;15;15;0;14013;18.888;25.735;36.994;
4G;FDD;15;SISO;1;anecoica;1;89.4;75.0;1001;15;15;0;14014;14.996;24.402;36.106;
4G;FDD;15;SISO;1;anecoica;1;89.3;74.9;1029;15;15;0;14016;15.714;27.019;37.926;
4G;FDD;15;SISO;1;anecoica;1;89.2;74.8;1165;15;15;0;14011;18.773;24.094;37.035;
4G;FDD;15;SISO;1;anecoica;1;88.9;74.6;650;15;15;0;14012;18.993;26.021;37.980;
4G;FDD;15;SISO;1;anecoica;1;89.3;74.9;751;15;15;0;14013;19.022;27.288;37.994;
4G;FDD;15;SISO;1;anecoica;1;89.1;74.7;905;15;15;0;14031;18.645;91.799;1.036.054;
4G;FDD;15;SISO;1;anecoica;1;89.0;74.7;702;15;15;0;14014;14.082;25.066;37.290;
4G;FDD;15;SISO;1;anecoica;1;89.0;74.7;869;15;15;0;14012;15.991;89.665;1.020.670;
4G;FDD;15;SISO;1;anecoica;1;89.7;75.2;722;15;15;0;14018;12.928;23.395;36.956;
4G;FDD;15;SISO;1;anecoica;1;89.1;74.8;869;15;15;0;14015;16.015;26.846;38.026;
4G;FDD;15;SISO;1;anecoica;1;89.5;75.0;917;15;15;0;14015;14.057;28.126;38.000;
4G;FDD;15;SISO;1;anecoica;1;89.3;74.9;1345;15;15;0;14014;14.966;25.332;37.461;
4G;FDD;15;SISO;1;anecoica;1;89.6;75.2;1842;15;15;0;14015;17.952;27.863;38.969;
4G;FDD;15;SISO;1;anecoica;1;89.3;74.9;626;15;15;0;14015;14.079;92.682;1.021.096;
4G;FDD;15;SISO;1;anecoica;2;89.4;75.0;1099;15;15;0;14017;19.311;29.059;37.936;
4G;FDD;15;SISO;1;anecoica;2;89.5;75.1;1298;15;15;0;14017;19.302;28.440;37.905;
4G;FDD;15;SISO;1;anecoica;2;89.3;74.9;1226;15;15;0;14015;18.523;27.347;37.098;
4G;FDD;15;SISO;1;anecoica;2;89.4;75.0;524;15;15;0;14016;18.996;28.557;38.026;
4G;FDD;15;SISO;1;anecoica;2;89.5;75.1;1457;15;15;0;14015;19.181;28.630;38.869;
4G;FDD;15;SISO;1;anecoica;2;89.2;74.8;1226;15;15;0;14018;18.785;27.224;36.942;
4G;FDD;15;SISO;1;anecoica;2;89.3;74.9;1081;15;15;0;14017;19.281;29.637;46.023;
4G;FDD;15;SISO;1;anecoica;2;89.2;74.9;752;15;15;0;14017;19.070;28.832;37.955;
4G;FDD;15;SISO;1;anecoica;2;89.7;75.3;1192;15;15;0;14017;18.778;28.606;37.629;
4G;FDD;15;SISO;1;anecoica;2;89.5;75.0;584;15;15;0;14017;18.970;28.115;37.066;
4G;FDD;15;SISO;1;anecoica;2;89.4;75.0;1027;15;15;0;14017;18.988;29.081;37.980;
4G;FDD;15;SISO;1;anecoica;2;88.9;74.6;865;15;15;0;14017;19.737;29.050;38.078;
4G;FDD;15;SISO;1;anecoica;2;89.2;74.9;639;15;15;0;14019;18.980;28.971;37.951;
4G;FDD;15;SISO;1;anecoica;2;89.5;75.1;1055;15;15;0;14017;18.952;28.111;37.765;
4G;FDD;15;SISO;1;anecoica;2;89.3;74.9;865;15;15;0;14016;19.016;29.218;37.943;
4G;FDD;15;SISO;1;anecoica;2;89.4;75.0;1676;15;15;0;14013;18.942;29.628;37.488;
4G;FDD;15;SISO;1;anecoica;2;89.5;75.1;1527;15;15;0;14017;19.956;28.897;37.948;
4G;FDD;15;SISO;1;anecoica;2;89.6;75.2;1329;15;15;0;14019;18.940;28.111;37.024;
4G;FDD;15;SISO;1;anecoica;2;89.5;75.0;730;15;15;0;14019;13.991;26.074;35.957;
4G;FDD;15;SISO;1;anecoica;2;89.3;74.9;874;15;15;0;14017;19.930;30.021;37.996;
4G;FDD;15;SISO;1;anecoica;3;89.3;74.9;804;15;15;0;14015;19.934;28.920;37.972;
4G;FDD;15;SISO;1;anecoica;3;89.4;75.0;959;15;15;0;14016;18.991;28.036;37.960;
4G;FDD;15;SISO;1;anecoica;3;89.3;74.9;881;15;15;0;14014;18.400;28.103;36.965;
4G;FDD;15;SISO;1;anecoica;3;89.6;75.2;487;15;15;0;14014;18.915;27.051;37.693;
4G;FDD;15;SISO;1;anecoica;3;89.0;74.6;1008;15;15;0;14018;19.005;28.825;37.979;
4G;FDD;15;SISO;1;anecoica;3;89.4;75.0;1231;15;15;0;14017;19.066;28.811;38.275;
4G;FDD;15;SISO;1;anecoica;3;89.6;75.1;1113;15;15;0;14015;19.903;29.197;38.031;
4G;FDD;15;SISO;1;anecoica;3;89.3;74.9;900;15;15;0;14019;19.777;28.663;38.161;
4G;FDD;15;SISO;1;anecoica;3;89.3;74.9;935;15;15;0;14019;19.022;29.008;37.939;
4G;FDD;15;SISO;1;anecoica;3;89.4;75.0;857;15;15;0;14017;19.949;29.545;38.034;
4G;FDD;15;SISO;1;anecoica;3;89.0;74.7;366;15;15;0;14017;18.912;28.454;37.758;
4G;FDD;15;SISO;1;anecoica;3;89.4;74.9;726;15;15;0;14016;20.906;30.394;38.983;
4G;FDD;15;SISO;1;anecoica;3;89.6;75.2;811;15;15;0;14018;19.017;28.649;38.112;
4G;FDD;15;SISO;1;anecoica;3;89.5;75.1;927;15;15;0;14017;18.931;28.437;37.767;
4G;FDD;15;SISO;1;anecoica;3;89.4;75.0;646;15;15;0;14019;19.070;28.827;37.917;
4G;FDD;15;SISO;1;anecoica;3;89.5;75.1;1312;15;15;0;14018;19.026;27.701;37.942;
4G;FDD;15;SISO;1;anecoica;3;89.6;75.2;1429;15;15;0;14016;19.952;28.556;37.982;
4G;FDD;15;SISO;1;anecoica;3;89.1;74.8;806;15;15;0;14016;18.934;28.318;37.871;
4G;FDD;15;SISO;1;anecoica;3;89.3;74.9;707;15;15;0;14017;18.961;27.559;36.942;
4G;FDD;15;SISO;1;anecoica;3;89.5;75.1;654;15;15;0;14014;19.040;27.917;37.939;
4G;FDD;15;SISO;1;rever;1;81.1;68.0;1650;15;15;0;14019;20.930;29.990;41.962;
4G;FDD;15;SISO;1;rever;1;83.9;70.4;2167;15;15;0;14018;19.454;36.186;44.965;
4G;FDD;15;SISO;1;rever;1;85.2;71.5;1603;15;15;0;14016;21.011;33.902;46.896;
4G;FDD;15;SISO;1;rever;1;86.2;72.3;2007;15;15;0;14017;19.834;30.931;51.700;
4G;FDD;15;SISO;1;rever;1;84.7;71.1;1566;15;15;0;14019;18.397;30.777;50.851;
4G;FDD;15;SISO;1;rever;1;85.8;72.0;1779;15;15;0;14017;22.941;34.814;54.000;
4G;FDD;15;SISO;1;rever;1;85.4;71.6;1866;15;15;0;14018;25.028;34.287;48.328;
4G;FDD;15;SISO;1;rever;1;86.2;72.3;1616;15;15;0;14018;18.810;32.218;44.885;
4G;FDD;15;SISO;1;rever;1;82.7;69.4;1115;15;15;0;14004;18.952;32.727;53.933;
4G;FDD;15;SISO;1;rever;1;82.4;69.1;2162;15;15;0;14003;19.956;35.322;52.966;
4G;FDD;15;SISO;1;rever;1;81.3;68.2;2013;15;15;0;14017;21.435;32.629;44.983;
4G;FDD;15;SISO;1;rever;1;83.7;70.2;1750;15;15;0;14019;19.732;30.905;41.000;
4G;FDD;15;SISO;1;rever;1;86.0;72.1;1396;15;15;0;14018;19.184;34.472;53.827;
4G;FDD;15;SISO;1;rever;1;84.6;71.0;2131;15;15;0;14037;21.123;99.709;1.059.895;
4G;FDD;15;SISO;1;rever;1;85.7;71.9;1858;15;15;0;14016;20.822;29.879;38.149;
4G;FDD;15;SISO;1;rever;1;83.5;70.0;1520;15;15;0;14017;20.998;33.957;45.011;
4G;FDD;15;SISO;1;rever;1;86.2;72.3;1308;15;15;0;14005;18.986;35.953;52.983;
4G;FDD;15;SISO;1;rever;1;84.6;71.0;1641;15;15;0;14014;18.933;31.395;45.920;
4G;FDD;15;SISO;1;rever;1;82.8;69.4;1216;15;15;0;14019;20.929;31.040;48.919;
4G;FDD;15;SISO;1;rever;1;86.2;72.3;2562;15;15;0;14019;18.983;97.449;1.037.956;
4G;FDD;15;SISO;1;rever;2;89.3;74.9;754;15;15;0;14018;19.938;30.351;37.966;
4G;FDD;15;SISO;1;rever;2;89.2;74.8;906;15;15;0;14000;26.976;28.265;29.892;
4G;FDD;15;SISO;1;rever;2;89.1;74.8;500;15;15;0;14016;13.992;27.621;37.833;
4G;FDD;15;SISO;1;rever;2;89.5;75.1;975;15;15;0;14017;18.802;27.940;37.659;
4G;FDD;15;SISO;1;rever;2;89.4;75.0;1513;15;15;0;14016;18.983;28.333;38.031;
4G;FDD;15;SISO;1;rever;2;89.4;75.0;1115;15;15;0;14017;18.965;27.692;37.051;
4G;FDD;15;SISO;1;rever;2;89.6;75.1;1585;15;15;0;14020;18.931;27.811;37.031;
4G;FDD;15;SISO;1;rever;2;89.9;75.4;1072;15;15;0;14017;18.803;28.400;37.399;
4G;FDD;15;SISO;1;rever;2;89.0;74.7;875;15;15;0;14033;19.005;95.326;1.045.963;
4G;FDD;15;SISO;1;rever;2;89.5;75.1;575;15;15;0;14019;19.933;43.745;252.956;
4G;FDD;15;SISO;1;rever;2;89.4;75.0;896;15;15;0;14017;18.948;27.951;37.018;
4G;FDD;15;SISO;1;rever;2;89.4;75.0;2092;15;15;0;14011;18.890;29.998;37.863;
4G;FDD;15;SISO;1;rever;2;89.4;75.0;939;15;15;0;14017;18.464;28.117;36.996;
4G;FDD;15;SISO;1;rever;2;89.3;74.9;1800;15;15;0;14016;18.894;28.000;37.896;
4G;FDD;15;SISO;1;rever;2;89.3;74.9;1342;15;15;0;14018;18.974;28.322;37.954;
4G;FDD;15;SISO;1;rever;2;89.2;74.8;866;15;15;0;14018;19.967;28.567;37.911;
4G;FDD;15;SISO;1;rever;2;89.5;75.1;972;15;15;0;14017;19.006;28.716;38.000;
4G;FDD;15;SISO;1;rever;2;89.7;75.2;1220;15;15;0;14016;18.811;27.922;37.061;
4G;FDD;15;SISO;1;rever;2;89.5;75.1;852;15;15;0;14015;19.794;28.805;38.006;
4G;FDD;15;SISO;1;rever;2;90.0;75.5;1218;15;15;0;14014;19.015;27.604;38.203;
4G;FDD;15;SISO;1;rever;3;89.3;74.9;821;15;15;0;14015;18.991;27.328;37.964;
4G;FDD;15;SISO;1;rever;3;89.3;74.9;963;15;15;0;14013;18.959;26.718;38.074;
4G;FDD;15;SISO;1;rever;3;89.6;75.2;997;15;15;0;14016;18.919;62.273;553.938;
4G;FDD;15;SISO;1;rever;3;89.5;75.1;1453;15;15;0;14013;19.000;28.114;37.989;
4G;FDD;15;SISO;1;rever;3;89.6;75.2;1204;15;15;0;14009;18.916;26.331;38.112;
4G;FDD;15;SISO;1;rever;3;89.3;74.9;874;15;15;0;14015;12.932;26.855;37.371;
4G;FDD;15;SISO;1;rever;3;89.2;74.8;1227;15;15;0;14012;19.033;27.032;38.081;
4G;FDD;15;SISO;1;rever;3;89.7;75.3;1486;15;15;0;14014;18.928;26.061;37.527;
4G;FDD;15;SISO;1;rever;3;89.5;75.1;810;15;15;0;14017;19.008;28.762;38.007;
4G;FDD;15;SISO;1;rever;3;89.7;75.2;1145;15;15;0;14002;25.966;27.028;28.194;
4G;FDD;15;SISO;1;rever;3;89.7;75.3;1220;15;15;0;14015;15.048;26.052;37.577;
4G;FDD;15;SISO;1;rever;3;89.4;75.0;686;15;15;0;14012;18.721;25.943;37.702;
4G;FDD;15;SISO;1;rever;3;89.7;75.2;1053;15;15;0;14016;19.075;28.534;38.011;
4G;FDD;15;SISO;1;rever;3;89.5;75.1;859;15;15;0;14016;18.885;27.782;37.422;
4G;FDD;15;SISO;1;rever;3;89.4;75.0;1084;15;15;0;14014;14.907;26.365;37.890;
4G;FDD;15;SISO;1;rever;3;89.0;74.6;1371;15;15;0;14040;20.557;95.881;1.059.604;
4G;FDD;15;SISO;1;rever;3;89.2;74.8;1147;15;15;0;14012;19.002;28.397;38.013;
4G;FDD;15;SISO;1;rever;3;89.5;75.1;1292;15;15;0;14015;19.434;28.641;37.979;
4G;FDD;15;SISO;1;rever;3;89.0;74.7;1328;15;15;0;14013;16.093;25.718;37.897;
4G;FDD;15;SISO;1;rever;3;89.1;74.8;955;15;15;0;14015;12.987;26.546;37.604;
4G;FDD;20;MIMO;1;anecoica;1;97.2;81.5;1318;15;15;0;14013;23.941;42.067;92.996;
4G;FDD;20;MIMO;1;anecoica;1;97.7;81.9;1627;15;15;0;14015;27.089;39.765;53.058;
4G;FDD;20;MIMO;1;anecoica;1;97.8;82.0;2640;15;15;0;14014;27.110;42.897;53.928;
4G;FDD;20;MIMO;1;anecoica;1;96.9;81.3;1439;15;15;0;14031;29.014;139.411;1.068.970;
4G;FDD;20;MIMO;1;anecoica;1;97.2;81.5;2132;15;15;0;14040;27.969;109.682;1.066.087;
4G;FDD;20;MIMO;1;anecoica;1;97.3;81.6;1205;15;15;0;14070;27.912;178.674;1.080.693;
4G;FDD;20;MIMO;1;anecoica;1;97.4;81.7;1290;15;15;0;14014;26.975;41.510;53.018;
4G;FDD;20;MIMO;1;anecoica;1;97.4;81.7;1561;15;15;0;14016;27.924;40.996;53.107;
4G;FDD;20;MIMO;1;anecoica;1;97.3;81.6;1355;15;15;0;14016;27.264;40.776;54.126;
4G;FDD;20;MIMO;1;anecoica;1;96.5;80.9;1163;15;15;0;14026;27.932;105.840;1.053.641;
4G;FDD;20;MIMO;1;anecoica;1;96.8;81.2;969;15;15;0;14012;27.031;41.077;53.982;
4G;FDD;20;MIMO;1;anecoica;1;97.1;81.5;1234;15;15;0;14014;27.854;99.241;907.885;
4G;FDD;20;MIMO;1;anecoica;1;97.3;81.6;1173;15;15;0;14000;33.036;39.620;41.868;
4G;FDD;20;MIMO;1;anecoica;1;97.2;81.6;1920;15;15;0;14015;27.044;41.015;52.994;
4G;FDD;20;MIMO;1;anecoica;1;97.6;81.9;1466;15;15;0;14029;26.461;106.832;1.064.045;
4G;FDD;20;MIMO;1;anecoica;1;97.0;81.4;1684;15;14;6;14014;31.954;41.283;52.969;
4G;FDD;20;MIMO;1;anecoica;1;97.8;82.0;1881;15;15;0;14014;34.813;44.313;52.991;
4G;FDD;20;MIMO;1;anecoica;1;96.8;81.2;1867;15;14;6;14008;27.236;42.529;54.056;
4G;FDD;20;MIMO;1;anecoica;1;97.1;81.4;1941;15;15;0;14015;22.097;41.555;54.058;
4G;FDD;20;MIMO;1;anecoica;1;97.2;81.5;1068;15;15;0;14037;28.925;109.070;1.064.968;
4G;FDD;20;MIMO;1;anecoica;2;193;162;1287;15;15;0;14015;19.253;29.135;38.071;
4G;FDD;20;MIMO;1;anecoica;2;191;160;1467;15;15;0;14016;19.961;29.348;37.864;
4G;FDD;20;MIMO;1;anecoica;2;193;162;1433;15;15;0;14017;19.959;70.608;648.851;
4G;FDD;20;MIMO;1;anecoica;2;194;163;1612;15;15;0;14019;19.055;27.907;38.050;
4G;FDD;20;MIMO;1;anecoica;2;189;159;1300;15;15;0;14019;19.959;29.036;37.904;
4G;FDD;20;MIMO;1;anecoica;2;193;162;1904;15;15;0;14017;19.837;29.446;38.759;
4G;FDD;20;MIMO;1;anecoica;2;193;162;1522;15;15;0;14014;18.945;40.857;182.783;
4G;FDD;20;MIMO;1;anecoica;2;193;162;1695;15;15;0;14029;26.929;167.603;1.044.813;
4G;FDD;20;MIMO;1;anecoica;2;190;160;1758;15;15;0;14014;18.905;28.306;38.044;
4G;FDD;20;MIMO;1;anecoica;2;190;159;1453;15;15;0;14018;18.803;27.618;37.642;
4G;FDD;20;MIMO;1;anecoica;2;193;162;2913;15;15;0;14015;18.988;28.323;37.922;
4G;FDD;20;MIMO;1;anecoica;2;192;161;1846;15;15;0;14017;19.014;28.209;37.891;
4G;FDD;20;MIMO;1;anecoica;2;191;161;1748;15;15;0;14019;19.094;28.771;37.869;
4G;FDD;20;MIMO;1;anecoica;2;192;161;1207;15;15;0;14016;18.961;28.655;37.984;
4G;FDD;20;MIMO;1;anecoica;2;192;161;1561;15;15;0;14008;19.033;31.907;41.988;
4G;FDD;20;MIMO;1;anecoica;2;192;161;1483;15;15;0;14014;19.052;28.264;37.859;
4G;FDD;20;MIMO;1;anecoica;2;193;162;2085;15;15;0;14016;18.867;28.050;36.944;
4G;FDD;20;MIMO;1;anecoica;2;193;162;1358;15;15;0;14041;20.099;296.207;1.045.314;
4G;FDD;20;MIMO;1;anecoica;2;193;162;2195;15;15;0;14019;19.847;29.713;38.053;
4G;FDD;20;MIMO;1;anecoica;2;192;161;2158;15;15;0;14022;19.009;96.773;1.043.548;
4G;FDD;20;MIMO;1;anecoica;3;198;166;1049;15;15;0;14019;18.984;28.982;38.097;
4G;FDD;20;MIMO;1;anecoica;3;197;165;1381;15;15;0;14016;19.048;27.600;37.814;
